ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
8394;37;28 hours/week;43 hours/week;9 hours;9 hours;9 hours daily;5
8395;28;0 hours/week;21 hours/week;0 hours;0 hours;4 hours daily;1
8396;35;16 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;2
8397;37;14 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;3
8398;24;28 hours/week;41 hours/week;6 hours;6 hours;8 hours daily;5
8399;37;21 hours/week;45 hours/week;7 hours;7 hours;8 hours daily;5
8400;25;15 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;4
8401;38;13 hours/week;27 hours/week;0 hours;0 hours;6 hours daily;1
8402;34;16 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;4
8403;37;18 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;2
8404;28;20 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;2
8405;33;26 hours/week;47 hours/week;6 hours;6 hours;9 hours daily;5
8406;39;26 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
8407;36;17 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;2
8408;31;10 hours/week;14 hours/week;11 hours;0 hours;4 hours daily;1
8409;24;1 hours/week;27 hours/week;2 hours;2 hours;4 hours daily;0
8410;33;5 hours/week;11 hours/week;0 hours;0 hours;4 hours daily;1
8411;22;15 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;3
8412;22;21 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
8413;36;27 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
8414;25;14 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;3
8415;36;19 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
8416;22;3 hours/week;19 hours/week;0 hours;0 hours;6 hours daily;2
8417;21;3 hours/week;27 hours/week;0 hours;0 hours;3 hours daily;0
8418;29;18 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
8419;38;0 hours/week;11 hours/week;0 hours;0 hours;3 hours daily;1
8420;35;23 hours/week;55 hours/week;10 hours;10 hours;9 hours daily;5
8421;34;14 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;2
8422;20;14 hours/week;12 hours/week;1 hours;1 hours;4 hours daily;0
8423;38;21 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
8424;26;22 hours/week;53 hours/week;9 hours;9 hours;7 hours daily;5
8425;22;19 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;3
8426;23;8 hours/week;27 hours/week;0 hours;0 hours;4 hours daily;2
8427;39;26 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
8428;38;21 hours/week;56 hours/week;8 hours;8 hours;8 hours daily;5
8429;35;25 hours/week;48 hours/week;6 hours;6 hours;9 hours daily;5
8430;22;8 hours/week;7 hours/week;2 hours;2 hours;3 hours daily;2
8431;30;17 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;2
8432;32;6 hours/week;0 hours/week;0 hours;0 hours;5 hours daily;2
8433;29;20 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;4
8434;28;20 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;3
8435;37;5 hours/week;28 hours/week;1 hours;1 hours;5 hours daily;0
8436;35;16 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;3
8437;23;9 hours/week;8 hours/week;0 hours;0 hours;4 hours daily;0
8438;36;8 hours/week;16 hours/week;1 hours;1 hours;6 hours daily;2
8439;33;14 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;4
8440;24;0 hours/week;26 hours/week;1 hours;1 hours;4 hours daily;0
8441;36;8 hours/week;9 hours/week;2 hours;2 hours;6 hours daily;0
8442;30;11 hours/week;27 hours/week;0 hours;0 hours;6 hours daily;2
8443;22;5 hours/week;8 hours/week;2 hours;2 hours;6 hours daily;2
8444;31;21 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;2
8445;33;21 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
8446;38;22 hours/week;57 hours/week;11 hours;7 hours;7 hours daily;5
8447;25;24 hours/week;52 hours/week;6 hours;6 hours;9 hours daily;5
8448;25;6 hours/week;26 hours/week;1 hours;1 hours;3 hours daily;0
8449;31;0 hours/week;15 hours/week;0 hours;0 hours;3 hours daily;0
8450;28;2 hours/week;4 hours/week;0 hours;0 hours;5 hours daily;0
8451;20;24 hours/week;54 hours/week;9 hours;9 hours;7 hours daily;5
8452;31;14 hours/week;21 hours/week;0 hours;0 hours;6 hours daily;1
8453;28;26 hours/week;40 hours/week;9 hours;9 hours;9 hours daily;5
8454;37;5 hours/week;11 hours/week;1 hours;1 hours;3 hours daily;1
8455;23;11 hours/week;1 hours/week;1 hours;1 hours;6 hours daily;2
8456;28;4 hours/week;20 hours/week;1 hours;1 hours;4 hours daily;2
8457;34;4 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;2
8458;40;14 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;3
8459;23;11 hours/week;12 hours/week;2 hours;2 hours;6 hours daily;1
8460;26;24 hours/week;40 hours/week;9 hours;9 hours;7 hours daily;5
8461;23;12 hours/week;4 hours/week;1 hours;1 hours;3 hours daily;1
8462;34;17 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;3
8463;39;8 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;1
8464;36;25 hours/week;44 hours/week;6 hours;6 hours;9 hours daily;5
8465;35;18 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;3
8466;23;16 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
8467;29;12 hours/week;29 hours/week;0 hours;0 hours;3 hours daily;2
8468;40;27 hours/week;45 hours/week;7 hours;7 hours;7 hours daily;5
8469;31;16 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;3
8470;38;25 hours/week;58 hours/week;7 hours;7 hours;9 hours daily;5
8471;20;26 hours/week;55 hours/week;8 hours;8 hours;9 hours daily;5
8472;36;20 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
8473;31;3 hours/week;17 hours/week;0 hours;0 hours;3 hours daily;1
8474;36;27 hours/week;43 hours/week;10 hours;10 hours;8 hours daily;5
8475;33;25 hours/week;47 hours/week;6 hours;6 hours;8 hours daily;5
8476;36;14 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;3
8477;36;21 hours/week;54 hours/week;6 hours;6 hours;9 hours daily;5
8478;35;2 hours/week;30 hours/week;0 hours;0 hours;5 hours daily;1
8479;31;13 hours/week;17 hours/week;0 hours;0 hours;3 hours daily;2
8480;20;14 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;2
8481;40;27 hours/week;60 hours/week;7 hours;7 hours;7 hours daily;5
8482;25;5 hours/week;1 hours/week;0 hours;0 hours;6 hours daily;2
8483;39;9 hours/week;24 hours/week;1 hours;1 hours;4 hours daily;1
8484;40;11 hours/week;2 hours/week;2 hours;2 hours;6 hours daily;0
8485;36;4 hours/week;19 hours/week;0 hours;0 hours;5 hours daily;0
8486;29;14 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;2
8487;30;19 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;4
8488;23;10 hours/week;24 hours/week;1 hours;1 hours;5 hours daily;0
8489;28;17 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;2
8490;35;19 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;2
8491;39;8 hours/week;28 hours/week;11 hours;2 hours;5 hours daily;2
8492;37;16 hours/week;32 hours/week;5 hours;5 hours;6 hours daily;3
8493;28;10 hours/week;22 hours/week;2 hours;2 hours;4 hours daily;0
8494;37;23 hours/week;43 hours/week;7 hours;7 hours;7 hours daily;5
8495;30;20 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;3
8496;34;24 hours/week;51 hours/week;6 hours;6 hours;8 hours daily;5
8497;32;9 hours/week;28 hours/week;2 hours;2 hours;6 hours daily;0
8498;33;9 hours/week;1 hours/week;1 hours;1 hours;5 hours daily;1
8499;28;2 hours/week;19 hours/week;11 hours;0 hours;5 hours daily;0
8500;30;17 hours/week;38 hours/week;6 hours;6 hours;7 hours daily;2
8501;35;4 hours/week;12 hours/week;2 hours;2 hours;5 hours daily;0
8502;36;12 hours/week;11 hours/week;2 hours;2 hours;4 hours daily;2
8503;21;6 hours/week;16 hours/week;0 hours;0 hours;3 hours daily;2
8504;30;18 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;2
8505;33;8 hours/week;11 hours/week;1 hours;1 hours;5 hours daily;1
8506;37;21 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;4
8507;22;15 hours/week;34 hours/week;11 hours;2 hours;7 hours daily;2
8508;24;9 hours/week;4 hours/week;2 hours;2 hours;3 hours daily;2
8509;32;26 hours/week;57 hours/week;7 hours;7 hours;8 hours daily;5
8510;25;9 hours/week;13 hours/week;1 hours;1 hours;6 hours daily;2
8511;28;22 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
8512;35;14 hours/week;32 hours/week;4 hours;4 hours;6 hours daily;3
8513;39;16 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;4
8514;37;27 hours/week;60 hours/week;8 hours;8 hours;7 hours daily;5
8515;36;18 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;4
8516;24;21 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;2
8517;30;18 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;2
8518;32;16 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;3
8519;31;4 hours/week;4 hours/week;0 hours;0 hours;6 hours daily;0
8520;26;19 hours/week;32 hours/week;4 hours;4 hours;7 hours daily;4
8521;29;16 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;4
8522;36;25 hours/week;59 hours/week;6 hours;6 hours;9 hours daily;5
8523;28;28 hours/week;59 hours/week;8 hours;8 hours;9 hours daily;5
8524;32;17 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;4
8525;27;3 hours/week;26 hours/week;2 hours;2 hours;4 hours daily;1
8526;26;23 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
8527;21;16 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;2
8528;21;25 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
8529;24;3 hours/week;15 hours/week;2 hours;2 hours;3 hours daily;0
8530;39;4 hours/week;19 hours/week;1 hours;1 hours;4 hours daily;0
8531;36;21 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;4
8532;30;19 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;4
8533;25;25 hours/week;56 hours/week;6 hours;6 hours;9 hours daily;5
8534;35;24 hours/week;40 hours/week;8 hours;8 hours;7 hours daily;5
8535;29;14 hours/week;19 hours/week;0 hours;0 hours;3 hours daily;0
8536;30;14 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;3
8537;35;3 hours/week;22 hours/week;1 hours;1 hours;5 hours daily;2
8538;28;26 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
8539;26;14 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;3
8540;31;8 hours/week;30 hours/week;2 hours;2 hours;5 hours daily;1
8541;36;25 hours/week;41 hours/week;9 hours;9 hours;8 hours daily;5
8542;24;20 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;3
8543;36;21 hours/week;59 hours/week;10 hours;10 hours;7 hours daily;5
8544;37;18 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;3
8545;27;16 hours/week;39 hours/week;2 hours;2 hours;6 hours daily;4
8546;28;17 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;3
8547;22;4 hours/week;30 hours/week;0 hours;0 hours;4 hours daily;0
8548;21;23 hours/week;42 hours/week;8 hours;8 hours;7 hours daily;5
8549;25;27 hours/week;41 hours/week;9 hours;9 hours;7 hours daily;5
8550;36;18 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;3
8551;26;12 hours/week;26 hours/week;0 hours;0 hours;6 hours daily;2
8552;27;25 hours/week;56 hours/week;8 hours;8 hours;8 hours daily;5
8553;39;20 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;4
8554;33;18 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
8555;33;13 hours/week;26 hours/week;1 hours;1 hours;3 hours daily;1
8556;30;27 hours/week;43 hours/week;10 hours;10 hours;8 hours daily;5
8557;37;26 hours/week;43 hours/week;8 hours;8 hours;9 hours daily;5
8558;26;12 hours/week;0 hours/week;1 hours;1 hours;4 hours daily;2
8559;38;15 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
8560;32;4 hours/week;14 hours/week;0 hours;0 hours;4 hours daily;1
8561;37;16 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;4
8562;33;14 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;4
8563;32;22 hours/week;54 hours/week;8 hours;8 hours;9 hours daily;5
8564;38;24 hours/week;51 hours/week;6 hours;6 hours;8 hours daily;5
8565;33;19 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;4
8566;24;22 hours/week;48 hours/week;8 hours;8 hours;9 hours daily;5
8567;32;16 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;4
8568;20;21 hours/week;31 hours/week;3 hours;3 hours;6 hours daily;2
8569;39;20 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;3
8570;33;20 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;3
8571;34;25 hours/week;55 hours/week;8 hours;8 hours;9 hours daily;5
8572;26;21 hours/week;51 hours/week;6 hours;6 hours;8 hours daily;5
8573;27;14 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;4
8574;29;18 hours/week;39 hours/week;6 hours;6 hours;7 hours daily;2
8575;35;25 hours/week;43 hours/week;10 hours;10 hours;8 hours daily;5
8576;28;17 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;4
8577;37;19 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;4
8578;22;26 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
8579;23;2 hours/week;14 hours/week;0 hours;0 hours;4 hours daily;0
8580;21;26 hours/week;48 hours/week;10 hours;10 hours;7 hours daily;5
8581;20;16 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;3
8582;37;27 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
8583;34;25 hours/week;45 hours/week;10 hours;10 hours;8 hours daily;5
8584;23;21 hours/week;32 hours/week;11 hours;5 hours;6 hours daily;2
8585;24;21 hours/week;58 hours/week;10 hours;10 hours;9 hours daily;5
8586;21;11 hours/week;11 hours/week;0 hours;0 hours;6 hours daily;2
8587;24;19 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;4
8588;37;23 hours/week;46 hours/week;6 hours;6 hours;9 hours daily;5
8589;30;11 hours/week;11 hours/week;1 hours;1 hours;5 hours daily;1
8590;34;21 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
8591;21;14 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;4
8592;28;18 hours/week;32 hours/week;4 hours;4 hours;6 hours daily;3
8593;30;23 hours/week;50 hours/week;11 hours;8 hours;8 hours daily;5
8594;35;21 hours/week;55 hours/week;6 hours;6 hours;7 hours daily;5
8595;36;12 hours/week;27 hours/week;1 hours;1 hours;4 hours daily;1
8596;35;28 hours/week;53 hours/week;9 hours;9 hours;9 hours daily;5
8597;25;18 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
8598;33;10 hours/week;15 hours/week;11 hours;0 hours;5 hours daily;1
8599;26;18 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
8600;36;19 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;4
8601;39;4 hours/week;17 hours/week;1 hours;1 hours;4 hours daily;0
8602;25;20 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;3
8603;34;25 hours/week;53 hours/week;10 hours;10 hours;8 hours daily;5
8604;38;18 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;4
8605;32;24 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
8606;34;18 hours/week;32 hours/week;4 hours;4 hours;7 hours daily;4
8607;28;21 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;4
8608;27;12 hours/week;5 hours/week;0 hours;0 hours;3 hours daily;2
8609;37;23 hours/week;45 hours/week;9 hours;9 hours;9 hours daily;5
8610;40;4 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;1
8611;37;11 hours/week;24 hours/week;1 hours;1 hours;5 hours daily;2
8612;30;16 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;3
8613;35;17 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;4
8614;32;21 hours/week;53 hours/week;9 hours;9 hours;7 hours daily;5
8615;39;23 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
8616;28;22 hours/week;43 hours/week;7 hours;7 hours;9 hours daily;5
8617;31;28 hours/week;58 hours/week;9 hours;9 hours;7 hours daily;5
8618;27;28 hours/week;46 hours/week;7 hours;7 hours;9 hours daily;5
8619;31;5 hours/week;11 hours/week;0 hours;0 hours;4 hours daily;1
8620;39;21 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;4
8621;35;19 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;4
8622;34;21 hours/week;47 hours/week;10 hours;10 hours;8 hours daily;5
8623;31;22 hours/week;43 hours/week;6 hours;6 hours;7 hours daily;5
8624;32;0 hours/week;9 hours/week;2 hours;2 hours;3 hours daily;1
8625;25;21 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;3
8626;34;12 hours/week;12 hours/week;1 hours;1 hours;6 hours daily;2
8627;21;21 hours/week;42 hours/week;8 hours;8 hours;8 hours daily;5
8628;25;24 hours/week;49 hours/week;8 hours;8 hours;7 hours daily;5
8629;39;25 hours/week;58 hours/week;9 hours;9 hours;7 hours daily;5
8630;33;1 hours/week;14 hours/week;2 hours;2 hours;6 hours daily;2
8631;20;2 hours/week;23 hours/week;1 hours;1 hours;3 hours daily;2
8632;29;20 hours/week;34 hours/week;4 hours;4 hours;7 hours daily;3
8633;35;22 hours/week;41 hours/week;7 hours;7 hours;7 hours daily;5
8634;21;20 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;3
8635;31;27 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
8636;23;6 hours/week;16 hours/week;0 hours;0 hours;6 hours daily;1
8637;40;18 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
8638;34;14 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;2
8639;32;25 hours/week;57 hours/week;6 hours;6 hours;7 hours daily;5
8640;32;26 hours/week;40 hours/week;9 hours;9 hours;8 hours daily;5
8641;30;27 hours/week;59 hours/week;9 hours;9 hours;8 hours daily;5
8642;21;1 hours/week;24 hours/week;0 hours;0 hours;5 hours daily;1
8643;34;10 hours/week;22 hours/week;0 hours;0 hours;5 hours daily;2
8644;24;17 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;3
8645;21;25 hours/week;45 hours/week;7 hours;7 hours;8 hours daily;5
8646;35;6 hours/week;6 hours/week;0 hours;0 hours;3 hours daily;1
8647;33;8 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;0
8648;33;18 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;2
8649;27;28 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
8650;36;25 hours/week;47 hours/week;10 hours;10 hours;9 hours daily;5
8651;20;6 hours/week;30 hours/week;1 hours;1 hours;4 hours daily;2
8652;32;3 hours/week;6 hours/week;0 hours;0 hours;4 hours daily;1
8653;39;3 hours/week;10 hours/week;11 hours;1 hours;6 hours daily;2
8654;27;21 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;3
8655;22;1 hours/week;22 hours/week;1 hours;1 hours;6 hours daily;1
8656;29;19 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
8657;21;28 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
8658;30;28 hours/week;48 hours/week;8 hours;8 hours;7 hours daily;5
8659;34;21 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
8660;28;12 hours/week;11 hours/week;2 hours;2 hours;3 hours daily;0
8661;27;17 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;3
8662;21;18 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;2
8663;37;20 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
8664;22;15 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;2
8665;32;23 hours/week;43 hours/week;11 hours;7 hours;8 hours daily;5
8666;33;3 hours/week;2 hours/week;2 hours;2 hours;5 hours daily;2
8667;20;11 hours/week;29 hours/week;2 hours;2 hours;5 hours daily;1
8668;35;25 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
8669;30;27 hours/week;56 hours/week;7 hours;7 hours;7 hours daily;5
8670;21;21 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;4
8671;38;21 hours/week;58 hours/week;9 hours;9 hours;7 hours daily;5
8672;24;15 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
8673;26;9 hours/week;6 hours/week;1 hours;1 hours;3 hours daily;2
8674;24;23 hours/week;60 hours/week;7 hours;7 hours;8 hours daily;5
8675;34;26 hours/week;55 hours/week;7 hours;7 hours;7 hours daily;5
8676;38;2 hours/week;2 hours/week;2 hours;2 hours;6 hours daily;0
8677;27;5 hours/week;20 hours/week;11 hours;1 hours;3 hours daily;2
8678;30;19 hours/week;34 hours/week;5 hours;5 hours;7 hours daily;4
8679;35;19 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;3
8680;38;28 hours/week;43 hours/week;9 hours;9 hours;9 hours daily;5
