ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
9454;28;10 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;1
9455;36;13 hours/week;7 hours/week;1 hours;1 hours;5 hours daily;2
9456;40;27 hours/week;56 hours/week;9 hours;9 hours;8 hours daily;5
9457;24;21 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;2
9458;38;25 hours/week;43 hours/week;6 hours;6 hours;8 hours daily;5
9459;26;15 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;2
9460;31;19 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;2
9461;21;28 hours/week;45 hours/week;7 hours;7 hours;8 hours daily;5
9462;33;20 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;3
9463;39;17 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;4
9464;31;16 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;4
9465;34;23 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
9466;23;24 hours/week;54 hours/week;10 hours;10 hours;8 hours daily;5
9467;39;16 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;4
9468;40;21 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;2
9469;37;26 hours/week;42 hours/week;7 hours;7 hours;7 hours daily;5
9470;28;18 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;2
9471;24;26 hours/week;58 hours/week;7 hours;7 hours;9 hours daily;5
9472;33;23 hours/week;56 hours/week;6 hours;6 hours;7 hours daily;5
9473;37;26 hours/week;42 hours/week;7 hours;7 hours;8 hours daily;5
9474;37;17 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;4
9475;20;20 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
9476;26;14 hours/week;22 hours/week;0 hours;0 hours;4 hours daily;1
9477;21;4 hours/week;11 hours/week;1 hours;1 hours;5 hours daily;2
9478;37;21 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
9479;24;17 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;4
9480;21;28 hours/week;49 hours/week;10 hours;10 hours;9 hours daily;5
9481;35;28 hours/week;51 hours/week;10 hours;10 hours;9 hours daily;5
9482;20;4 hours/week;11 hours/week;1 hours;1 hours;5 hours daily;0
9483;28;20 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;2
9484;29;2 hours/week;29 hours/week;0 hours;0 hours;4 hours daily;0
9485;38;14 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
9486;33;21 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;3
9487;32;26 hours/week;53 hours/week;10 hours;10 hours;7 hours daily;5
9488;36;24 hours/week;53 hours/week;8 hours;8 hours;9 hours daily;5
9489;36;27 hours/week;46 hours/week;9 hours;9 hours;7 hours daily;5
9490;29;15 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;3
9491;24;22 hours/week;59 hours/week;6 hours;6 hours;7 hours daily;5
9492;21;11 hours/week;28 hours/week;0 hours;0 hours;6 hours daily;2
9493;24;1 hours/week;19 hours/week;1 hours;1 hours;5 hours daily;1
9494;26;0 hours/week;21 hours/week;2 hours;2 hours;5 hours daily;0
9495;20;28 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
9496;22;18 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
9497;27;25 hours/week;55 hours/week;10 hours;10 hours;9 hours daily;5
9498;40;28 hours/week;48 hours/week;9 hours;9 hours;8 hours daily;5
9499;28;35 hours/week;66 hours/week;20 hours;5 hours;4 hours daily;4
9500;29;38 hours/week;62 hours/week;26 hours;6 hours;4 hours daily;3
9501;24;35 hours/week;60 hours/week;18 hours;3 hours;4 hours daily;4
9502;21;40 hours/week;64 hours/week;21 hours;6 hours;4 hours daily;4
9503;38;39 hours/week;70 hours/week;17 hours;2 hours;4 hours daily;4
9504;24;44 hours/week;87 hours/week;25 hours;10 hours;6 hours daily;5
9505;26;48 hours/week;84 hours/week;21 hours;6 hours;5 hours daily;5
9506;40;32 hours/week;59 hours/week;16 hours;1 hours;4 hours daily;2
9507;30;44 hours/week;82 hours/week;26 hours;7 hours;6 hours daily;5
9508;33;48 hours/week;79 hours/week;25 hours;10 hours;7 hours daily;5
9509;35;23 hours/week;33 hours/week;15 hours;0 hours;4 hours daily;2
9510;22;48 hours/week;72 hours/week;23 hours;8 hours;6 hours daily;5
9511;33;30 hours/week;47 hours/week;26 hours;2 hours;4 hours daily;0
9512;40;44 hours/week;85 hours/week;21 hours;6 hours;6 hours daily;5
9513;20;34 hours/week;60 hours/week;17 hours;2 hours;5 hours daily;3
9514;22;30 hours/week;37 hours/week;26 hours;2 hours;3 hours daily;0
9515;33;23 hours/week;59 hours/week;15 hours;0 hours;1 hours daily;1
9516;22;34 hours/week;35 hours/week;15 hours;0 hours;1 hours daily;0
9517;25;40 hours/week;67 hours/week;18 hours;3 hours;5 hours daily;4
9518;35;47 hours/week;87 hours/week;25 hours;10 hours;6 hours daily;5
9519;21;37 hours/week;66 hours/week;17 hours;2 hours;4 hours daily;3
9520;20;41 hours/week;63 hours/week;17 hours;2 hours;5 hours daily;4
9521;29;21 hours/week;33 hours/week;17 hours;2 hours;4 hours daily;0
9522;21;48 hours/week;81 hours/week;24 hours;9 hours;7 hours daily;5
9523;34;21 hours/week;37 hours/week;17 hours;2 hours;2 hours daily;1
9524;36;36 hours/week;61 hours/week;26 hours;2 hours;5 hours daily;4
9525;40;35 hours/week;69 hours/week;21 hours;6 hours;4 hours daily;2
9526;39;44 hours/week;88 hours/week;22 hours;7 hours;5 hours daily;5
9527;20;34 hours/week;42 hours/week;16 hours;1 hours;1 hours daily;2
9528;40;38 hours/week;63 hours/week;18 hours;3 hours;4 hours daily;3
9529;23;45 hours/week;88 hours/week;26 hours;9 hours;5 hours daily;5
9530;36;46 hours/week;90 hours/week;22 hours;7 hours;5 hours daily;5
9531;25;23 hours/week;45 hours/week;16 hours;1 hours;3 hours daily;0
9532;27;42 hours/week;76 hours/week;24 hours;9 hours;7 hours daily;5
9533;40;46 hours/week;84 hours/week;24 hours;9 hours;6 hours daily;5
9534;36;33 hours/week;30 hours/week;26 hours;1 hours;1 hours daily;0
9535;27;33 hours/week;46 hours/week;17 hours;2 hours;2 hours daily;1
9536;31;47 hours/week;90 hours/week;24 hours;9 hours;6 hours daily;5
9537;40;39 hours/week;69 hours/week;17 hours;2 hours;4 hours daily;2
9538;21;24 hours/week;51 hours/week;15 hours;0 hours;2 hours daily;0
9539;34;25 hours/week;35 hours/week;16 hours;1 hours;2 hours daily;1
9540;36;41 hours/week;82 hours/week;25 hours;10 hours;7 hours daily;5
9541;26;34 hours/week;63 hours/week;17 hours;2 hours;4 hours daily;2
9542;34;41 hours/week;69 hours/week;21 hours;6 hours;5 hours daily;3
9543;24;45 hours/week;80 hours/week;25 hours;10 hours;7 hours daily;5
9544;29;41 hours/week;66 hours/week;26 hours;2 hours;4 hours daily;3
9545;20;32 hours/week;57 hours/week;15 hours;0 hours;3 hours daily;1
9546;36;42 hours/week;76 hours/week;23 hours;8 hours;6 hours daily;5
9547;35;24 hours/week;42 hours/week;16 hours;1 hours;2 hours daily;2
9548;25;27 hours/week;36 hours/week;16 hours;1 hours;2 hours daily;0
9549;27;26 hours/week;56 hours/week;16 hours;1 hours;3 hours daily;1
9550;38;21 hours/week;54 hours/week;17 hours;2 hours;3 hours daily;1
9551;20;35 hours/week;67 hours/week;20 hours;5 hours;4 hours daily;2
9552;39;26 hours/week;55 hours/week;17 hours;2 hours;1 hours daily;1
9553;29;29 hours/week;39 hours/week;15 hours;0 hours;1 hours daily;0
9554;27;38 hours/week;61 hours/week;18 hours;3 hours;4 hours daily;3
9555;21;36 hours/week;62 hours/week;17 hours;2 hours;4 hours daily;2
9556;23;43 hours/week;83 hours/week;23 hours;8 hours;7 hours daily;5
9557;35;25 hours/week;47 hours/week;15 hours;0 hours;1 hours daily;1
9558;22;41 hours/week;81 hours/week;21 hours;6 hours;5 hours daily;5
9559;20;20 hours/week;31 hours/week;15 hours;0 hours;2 hours daily;2
9560;27;45 hours/week;75 hours/week;21 hours;6 hours;5 hours daily;5
9561;25;24 hours/week;47 hours/week;16 hours;1 hours;3 hours daily;0
9562;37;48 hours/week;89 hours/week;23 hours;8 hours;7 hours daily;5
9563;40;42 hours/week;86 hours/week;25 hours;10 hours;6 hours daily;5
9564;36;20 hours/week;37 hours/week;17 hours;2 hours;3 hours daily;1
9565;34;47 hours/week;76 hours/week;23 hours;8 hours;7 hours daily;5
9566;21;35 hours/week;70 hours/week;20 hours;5 hours;4 hours daily;3
9567;30;44 hours/week;74 hours/week;25 hours;10 hours;6 hours daily;5
9568;37;32 hours/week;46 hours/week;17 hours;2 hours;1 hours daily;2
9569;21;48 hours/week;71 hours/week;25 hours;10 hours;5 hours daily;5
9570;21;36 hours/week;63 hours/week;20 hours;5 hours;5 hours daily;2
9571;24;24 hours/week;57 hours/week;16 hours;1 hours;1 hours daily;2
9572;34;48 hours/week;77 hours/week;23 hours;8 hours;5 hours daily;5
9573;25;45 hours/week;74 hours/week;22 hours;7 hours;7 hours daily;5
9574;33;47 hours/week;72 hours/week;25 hours;10 hours;5 hours daily;5
9575;27;41 hours/week;78 hours/week;22 hours;7 hours;5 hours daily;5
9576;25;21 hours/week;37 hours/week;17 hours;2 hours;3 hours daily;1
9577;24;46 hours/week;77 hours/week;26 hours;9 hours;6 hours daily;5
9578;33;28 hours/week;33 hours/week;16 hours;1 hours;4 hours daily;2
9579;20;31 hours/week;60 hours/week;17 hours;2 hours;1 hours daily;2
9580;30;40 hours/week;63 hours/week;20 hours;5 hours;4 hours daily;3
9581;39;25 hours/week;52 hours/week;16 hours;1 hours;2 hours daily;0
9582;22;38 hours/week;66 hours/week;18 hours;3 hours;4 hours daily;3
9583;21;36 hours/week;64 hours/week;17 hours;2 hours;4 hours daily;4
9584;31;41 hours/week;70 hours/week;17 hours;2 hours;4 hours daily;4
9585;32;30 hours/week;47 hours/week;15 hours;0 hours;3 hours daily;1
9586;34;25 hours/week;59 hours/week;15 hours;0 hours;2 hours daily;0
9587;29;47 hours/week;73 hours/week;23 hours;8 hours;5 hours daily;5
9588;25;34 hours/week;38 hours/week;16 hours;1 hours;2 hours daily;1
9589;29;42 hours/week;78 hours/week;26 hours;10 hours;6 hours daily;5
9590;30;25 hours/week;49 hours/week;16 hours;1 hours;2 hours daily;2
9591;23;30 hours/week;31 hours/week;17 hours;2 hours;4 hours daily;0
9592;29;39 hours/week;61 hours/week;20 hours;5 hours;5 hours daily;4
9593;29;38 hours/week;63 hours/week;19 hours;4 hours;4 hours daily;2
9594;22;32 hours/week;40 hours/week;15 hours;0 hours;4 hours daily;1
9595;20;44 hours/week;86 hours/week;21 hours;6 hours;7 hours daily;5
9596;32;46 hours/week;72 hours/week;26 hours;6 hours;7 hours daily;5
9597;38;40 hours/week;62 hours/week;26 hours;2 hours;5 hours daily;4
9598;25;23 hours/week;33 hours/week;15 hours;0 hours;2 hours daily;2
9599;22;26 hours/week;44 hours/week;26 hours;1 hours;4 hours daily;1
9600;34;45 hours/week;71 hours/week;23 hours;8 hours;7 hours daily;5
9601;30;38 hours/week;60 hours/week;17 hours;2 hours;4 hours daily;3
9602;34;45 hours/week;72 hours/week;25 hours;10 hours;7 hours daily;5
9603;20;41 hours/week;66 hours/week;21 hours;6 hours;4 hours daily;3
9604;27;37 hours/week;67 hours/week;21 hours;6 hours;5 hours daily;3
9605;34;31 hours/week;57 hours/week;16 hours;1 hours;2 hours daily;1
9606;38;41 hours/week;76 hours/week;23 hours;8 hours;5 hours daily;5
9607;31;41 hours/week;66 hours/week;19 hours;4 hours;4 hours daily;2
9608;32;39 hours/week;62 hours/week;21 hours;6 hours;5 hours daily;3
9609;32;31 hours/week;31 hours/week;17 hours;2 hours;4 hours daily;2
9610;23;20 hours/week;33 hours/week;16 hours;1 hours;2 hours daily;0
9611;31;36 hours/week;61 hours/week;20 hours;5 hours;4 hours daily;2
9612;38;35 hours/week;61 hours/week;26 hours;4 hours;4 hours daily;2
9613;28;24 hours/week;30 hours/week;16 hours;1 hours;3 hours daily;2
9614;32;37 hours/week;61 hours/week;26 hours;6 hours;4 hours daily;2
9615;34;23 hours/week;41 hours/week;15 hours;0 hours;2 hours daily;2
9616;21;43 hours/week;88 hours/week;25 hours;10 hours;7 hours daily;5
9617;29;20 hours/week;60 hours/week;26 hours;0 hours;2 hours daily;1
9618;26;36 hours/week;69 hours/week;20 hours;5 hours;5 hours daily;4
9619;23;41 hours/week;84 hours/week;21 hours;6 hours;6 hours daily;5
9620;28;30 hours/week;38 hours/week;15 hours;0 hours;2 hours daily;2
9621;37;46 hours/week;84 hours/week;21 hours;6 hours;5 hours daily;5
9622;26;41 hours/week;65 hours/week;21 hours;6 hours;5 hours daily;4
9623;28;36 hours/week;64 hours/week;17 hours;2 hours;4 hours daily;4
9624;27;44 hours/week;87 hours/week;21 hours;6 hours;5 hours daily;5
9625;34;38 hours/week;61 hours/week;21 hours;6 hours;4 hours daily;2
9626;21;28 hours/week;50 hours/week;17 hours;2 hours;1 hours daily;2
9627;20;45 hours/week;70 hours/week;23 hours;8 hours;5 hours daily;5
9628;38;35 hours/week;67 hours/week;17 hours;2 hours;4 hours daily;3
9629;28;44 hours/week;89 hours/week;21 hours;6 hours;7 hours daily;5
9630;37;40 hours/week;67 hours/week;20 hours;5 hours;5 hours daily;2
9631;27;45 hours/week;83 hours/week;24 hours;9 hours;6 hours daily;5
9632;38;39 hours/week;61 hours/week;21 hours;6 hours;5 hours daily;2
9633;33;37 hours/week;66 hours/week;21 hours;6 hours;4 hours daily;3
9634;35;27 hours/week;46 hours/week;16 hours;1 hours;2 hours daily;0
9635;37;34 hours/week;70 hours/week;21 hours;6 hours;4 hours daily;2
9636;28;44 hours/week;72 hours/week;21 hours;6 hours;6 hours daily;5
9637;35;40 hours/week;62 hours/week;20 hours;5 hours;5 hours daily;3
9638;21;40 hours/week;60 hours/week;21 hours;6 hours;4 hours daily;3
9639;35;35 hours/week;60 hours/week;17 hours;2 hours;5 hours daily;4
9640;30;44 hours/week;77 hours/week;24 hours;9 hours;7 hours daily;5
9641;39;47 hours/week;78 hours/week;23 hours;8 hours;7 hours daily;5
9642;34;45 hours/week;89 hours/week;25 hours;10 hours;5 hours daily;5
9643;20;28 hours/week;32 hours/week;17 hours;2 hours;2 hours daily;1
9644;25;39 hours/week;62 hours/week;19 hours;4 hours;5 hours daily;4
9645;24;30 hours/week;51 hours/week;26 hours;2 hours;4 hours daily;0
9646;31;43 hours/week;87 hours/week;22 hours;7 hours;5 hours daily;5
9647;39;39 hours/week;61 hours/week;26 hours;2 hours;4 hours daily;2
9648;30;39 hours/week;60 hours/week;21 hours;6 hours;5 hours daily;2
9649;25;41 hours/week;68 hours/week;20 hours;5 hours;5 hours daily;3
9650;25;41 hours/week;74 hours/week;22 hours;7 hours;7 hours daily;5
9651;22;20 hours/week;56 hours/week;15 hours;0 hours;2 hours daily;1
9652;37;35 hours/week;64 hours/week;21 hours;6 hours;4 hours daily;2
9653;28;47 hours/week;74 hours/week;23 hours;8 hours;7 hours daily;5
9654;24;44 hours/week;71 hours/week;25 hours;10 hours;7 hours daily;5
9655;21;34 hours/week;65 hours/week;20 hours;5 hours;5 hours daily;3
9656;28;44 hours/week;77 hours/week;25 hours;10 hours;7 hours daily;5
9657;25;22 hours/week;34 hours/week;16 hours;1 hours;1 hours daily;0
9658;20;21 hours/week;30 hours/week;17 hours;2 hours;3 hours daily;2
9659;26;47 hours/week;77 hours/week;23 hours;8 hours;6 hours daily;5
9660;40;37 hours/week;60 hours/week;17 hours;2 hours;4 hours daily;4
9661;37;34 hours/week;51 hours/week;15 hours;0 hours;2 hours daily;2
9662;23;47 hours/week;86 hours/week;25 hours;10 hours;6 hours daily;5
9663;34;38 hours/week;70 hours/week;21 hours;6 hours;5 hours daily;4
9664;31;41 hours/week;85 hours/week;21 hours;6 hours;5 hours daily;5
9665;27;43 hours/week;84 hours/week;26 hours;6 hours;6 hours daily;5
9666;22;41 hours/week;67 hours/week;26 hours;3 hours;4 hours daily;3
9667;40;34 hours/week;58 hours/week;26 hours;0 hours;4 hours daily;2
9668;30;25 hours/week;58 hours/week;16 hours;1 hours;2 hours daily;0
9669;34;47 hours/week;71 hours/week;23 hours;8 hours;5 hours daily;5
9670;32;41 hours/week;90 hours/week;24 hours;9 hours;7 hours daily;5
9671;32;47 hours/week;76 hours/week;24 hours;9 hours;5 hours daily;5
9672;33;40 hours/week;66 hours/week;21 hours;6 hours;4 hours daily;3
9673;31;27 hours/week;59 hours/week;16 hours;1 hours;3 hours daily;1
9674;20;34 hours/week;44 hours/week;16 hours;1 hours;3 hours daily;1
9675;39;29 hours/week;31 hours/week;26 hours;1 hours;3 hours daily;2
9676;36;34 hours/week;70 hours/week;21 hours;6 hours;4 hours daily;3
9677;25;38 hours/week;67 hours/week;21 hours;6 hours;4 hours daily;3
9678;35;34 hours/week;38 hours/week;16 hours;1 hours;4 hours daily;2
9679;35;47 hours/week;87 hours/week;22 hours;7 hours;7 hours daily;5
9680;35;38 hours/week;70 hours/week;26 hours;3 hours;5 hours daily;3
9681;34;39 hours/week;70 hours/week;21 hours;6 hours;5 hours daily;4
9682;23;40 hours/week;61 hours/week;18 hours;3 hours;5 hours daily;4
9683;40;41 hours/week;76 hours/week;25 hours;10 hours;5 hours daily;5
9684;33;23 hours/week;33 hours/week;17 hours;2 hours;1 hours daily;1
9685;36;41 hours/week;89 hours/week;26 hours;10 hours;6 hours daily;5
9686;21;33 hours/week;39 hours/week;16 hours;1 hours;4 hours daily;1
9687;31;25 hours/week;30 hours/week;17 hours;2 hours;4 hours daily;1
9688;32;33 hours/week;52 hours/week;16 hours;1 hours;1 hours daily;2
9689;24;36 hours/week;68 hours/week;26 hours;2 hours;4 hours daily;3
9690;32;31 hours/week;54 hours/week;17 hours;2 hours;1 hours daily;1
9691;22;32 hours/week;34 hours/week;15 hours;0 hours;1 hours daily;0
9692;40;41 hours/week;61 hours/week;17 hours;2 hours;4 hours daily;4
9693;35;46 hours/week;82 hours/week;24 hours;9 hours;5 hours daily;5
9694;21;25 hours/week;55 hours/week;16 hours;1 hours;2 hours daily;2
9695;36;20 hours/week;51 hours/week;16 hours;1 hours;4 hours daily;2
9696;40;48 hours/week;86 hours/week;24 hours;9 hours;6 hours daily;5
9697;32;35 hours/week;66 hours/week;18 hours;3 hours;4 hours daily;2
9698;40;37 hours/week;63 hours/week;19 hours;4 hours;5 hours daily;4
9699;20;45 hours/week;86 hours/week;25 hours;10 hours;6 hours daily;5
9700;25;45 hours/week;82 hours/week;24 hours;9 hours;7 hours daily;5
9701;34;27 hours/week;60 hours/week;15 hours;0 hours;2 hours daily;0
9702;26;26 hours/week;32 hours/week;16 hours;1 hours;1 hours daily;2
9703;37;44 hours/week;81 hours/week;26 hours;7 hours;6 hours daily;5
9704;35;43 hours/week;75 hours/week;21 hours;6 hours;7 hours daily;5
9705;29;39 hours/week;66 hours/week;21 hours;6 hours;4 hours daily;3
9706;26;39 hours/week;68 hours/week;20 hours;5 hours;4 hours daily;4
9707;23;24 hours/week;50 hours/week;16 hours;1 hours;1 hours daily;1
9708;20;39 hours/week;67 hours/week;26 hours;6 hours;5 hours daily;3
9709;37;33 hours/week;36 hours/week;15 hours;0 hours;1 hours daily;1
9710;40;20 hours/week;45 hours/week;16 hours;1 hours;4 hours daily;2
9711;26;36 hours/week;62 hours/week;18 hours;3 hours;5 hours daily;2
9712;35;35 hours/week;68 hours/week;19 hours;4 hours;4 hours daily;2
9713;25;20 hours/week;43 hours/week;16 hours;1 hours;1 hours daily;0
9714;23;25 hours/week;60 hours/week;16 hours;1 hours;3 hours daily;0
9715;21;44 hours/week;78 hours/week;21 hours;6 hours;7 hours daily;5
9716;29;34 hours/week;38 hours/week;15 hours;0 hours;4 hours daily;0
9717;32;45 hours/week;88 hours/week;21 hours;6 hours;5 hours daily;5
9718;23;31 hours/week;30 hours/week;15 hours;0 hours;2 hours daily;1
9719;23;38 hours/week;69 hours/week;20 hours;5 hours;4 hours daily;4
9720;35;30 hours/week;60 hours/week;15 hours;0 hours;1 hours daily;0
9721;39;24 hours/week;55 hours/week;17 hours;2 hours;2 hours daily;0
9722;23;39 hours/week;62 hours/week;26 hours;2 hours;5 hours daily;3
9723;29;42 hours/week;86 hours/week;23 hours;8 hours;7 hours daily;5
9724;27;48 hours/week;79 hours/week;24 hours;9 hours;7 hours daily;5
9725;33;40 hours/week;67 hours/week;21 hours;6 hours;4 hours daily;4
9726;35;33 hours/week;31 hours/week;16 hours;1 hours;2 hours daily;0
9727;25;42 hours/week;78 hours/week;21 hours;6 hours;7 hours daily;5
9728;27;47 hours/week;87 hours/week;26 hours;9 hours;7 hours daily;5
9729;24;41 hours/week;81 hours/week;24 hours;9 hours;6 hours daily;5
9730;32;34 hours/week;40 hours/week;15 hours;0 hours;3 hours daily;0
9731;36;22 hours/week;41 hours/week;26 hours;0 hours;4 hours daily;1
9732;33;35 hours/week;60 hours/week;18 hours;3 hours;4 hours daily;3
9733;24;41 hours/week;82 hours/week;25 hours;10 hours;7 hours daily;5
9734;22;35 hours/week;60 hours/week;20 hours;5 hours;4 hours daily;3
9735;26;30 hours/week;36 hours/week;17 hours;2 hours;4 hours daily;1
9736;30;47 hours/week;89 hours/week;26 hours;10 hours;7 hours daily;5
